UI_20150317_000083	{@st41b}Attacco {@sti7}%s{/}
UI_20150317_000084	{@st41b}Supporto {@sti7}%s{/}
UI_20150317_000085	{@st41b}Difficolta' {@sti7}%s{/}
UI_20150317_000086	{@st59}Chiudi{/}
UI_20150317_000087	Allarme avanzato
UI_20150317_000088	{@st43} Avanzato
UI_20150317_000089	{@sti7}{s14} Livello {/}
UI_20150317_000090	{@sti8}{s14} Classe {/}
UI_20150317_000091	{@st44}Chat{/}
UI_20150317_000092	Per. 
UI_20150317_000093	Tutti: /s chat {nl} Megafono: /y chat {nl} Gruppo: /p chat{nl} Sussurro: /w nome Team personaggio
UI_20150317_000094	{@st41}Tutte le Chat{/}
UI_20150317_000095	{@59}Esci{/}
UI_20150317_000096	{@59}Invita{/}
UI_20150317_000097	{@st59}Tutto{/}
UI_20150317_000098	{@st59}Normale (/s chat){/}
UI_20150317_000099	{@st59}Megafono (/y chat){/}
UI_20150317_000100	{@st59}Gruppo (/p chat){/}
UI_20150317_000101	{@st59}Sussuro (/w nome Team){/}
UI_20150317_000102	{@st59}Ridimensiona Finestra Chat{/}
UI_20150317_000103	{@st43}{s22}Chat Macro{/}
UI_20150317_000104	{@st43}Macro{/}
UI_20150317_000105	{@st59b}Macro {nl} {@st59s} - Come usare: {nl} 1. Trascina un'icona dei gesti negli spazio sottostanti. {nl} 2. Scrivi la tua frase e salva. {nl} 3. Utilizzare il tasto di scelta rapida contemporaneamente la frase per fare il gesto. {/}
UI_20150317_000106	{@st59}Chiudi{/}
UI_20150317_000107	{@st41b}Salva{/}
UI_20150317_000108	{@st59}Salva{/}
UI_20150317_000109	{@st41b}Annula{/}
UI_20150317_000110	{@st59}Annula{/}
UI_20150317_000111	{@st42}Impostazioni chat
UI_20150317_000112	{@st42}Trasparenza
UI_20150317_000113	Mosta Fumetti della Chat
UI_20150317_000114	Mostra Megafoni in cima
UI_20150317_000115	{@st43}Lista trucchi{/}
UI_20150317_000116	{@st42b}Strumenti{/}
UI_20150317_000117	{@st42b}Mostri{/}
UI_20150317_000118	{@st42b}Mappa generale{/}
UI_20150317_000119	{@st42b}Ordine di combattimento{/}
UI_20150317_000120	{@st41b}Chiudi{/}
UI_20150317_000121	{s16}{b}Crea uno strumento cliccando sul pulsante Crea o facendo doppio-click.
UI_20150317_000122	{s16}{b}ea
UI_20150317_000123	{s16}{b}Lv.
UI_20150317_000124	{@st41b}Cerca{/}
UI_20150317_000125	{s16}{b}Evoca mostri cliccando sul pulsante Crea o facendo doppio-click.
UI_20150317_000126	{s16}{b}ea
UI_20150317_000127	{s16}{b}Seleziona una zona desiderata.
UI_20150317_000128	{s18}{b}Mostra Mini-mappa{/}
UI_20150317_000129	{@st41b}Lista strumenti{/}
UI_20150317_000130	{@st59b}Collezione {nl}{@st59s}- Acquisisci i Deck per le collezioni e aggiungi gli oggetti per completarle. {nl} - Un simbolo sara' visibile quando potrai usare l'oggetto trovato per le tue collezioni. {nl} {/}
UI_20150317_000131	{@st59}Chiudi{/}
UI_20150317_000132	{@st43}Collezione{/}
UI_20150317_000133	{@st43}Colore designato{/}
UI_20150317_000134	{@st49}Colore designato{/}
UI_20150317_000135	{@st49}Colore{/}
UI_20150317_000136	{@st49}Rimane{/}
UI_20150317_000137	{@st49}Pennello{/}
UI_20150317_000138	{@st49}{a END_EDIT_SPRAY}Disegno{/}{/}
UI_20150317_000139	{@st49}{a SAVE_EDIT_SPRAY}Salva{/}{/}
UI_20150317_000140	{@st49}{a LOAD_EDIT_SPRAY}Importa{/}{/}
UI_20150317_000141	{@st49}Chiudi{/}
UI_20150317_000142	{@st43}Adozione compagno
UI_20150317_000143	{@st59}Inserisci il nome per il tuo compagno {/}
UI_20150317_000144	{@st41b}Nome{/}
UI_20150317_000145	{@st41b}Prezzo %s{/}
UI_20150317_000146	{@st59}Chiudi{/}
UI_20150317_000147	{@st41b}Adotta
UI_20150317_000148	{@st59}Conferma{/}
UI_20150317_000149	{@st43}Negozio dei compagni
UI_20150317_000150	{@st59}Chiudi{/}
UI_20150317_000151	{@st43}Altre informazioni del personaggio{/}{@st42}
UI_20150317_000152	{@st59}Chiudi{/}
UI_20150317_000153	{@st41b}Informazioni
UI_20150317_000154	{@st41b}Record
UI_20150317_000155	Nome Team
UI_20150317_000156	Nome Personaggio
UI_20150317_000157	Rango {#ffff00}%s{/} %s Lv. {#ffff00}%s{/}
UI_20150317_000158	Guerriero
UI_20150317_000159	Indice avventura {#ffff00}%s{/} (Rank{#ffff00}%s{/}/%s)
UI_20150317_000160	Indice avventura {#ffff00}%s{/} ({#ffff00}non classificata{/})
UI_20150317_000161	Obbiettivi totali : {#ffff00}%s{/}
UI_20150317_000162	Impostazioni
UI_20150317_000163	Cancellare il titolo della scheda per eliminarla.
UI_20150317_000164	{@st49}Tutti{/}
UI_20150317_000165	{@st49}Sistema{/}
UI_20150317_000166	{@st49}Parla{/}
UI_20150317_000167	{@st49}Combatti{/}
UI_20150317_000168	{@st49}Strumenti{/}
UI_20150317_000169	{@st43}Crediti{/}
UI_20150317_000170	{@st43}Target Selezionato {/}
UI_20150317_000171	Nome NPC
UI_20150317_000172	Confronta
UI_20150317_000173	Immagine
UI_20150317_000174	Seleziona una conversazione
UI_20150317_000175	Testo d'aiuto
UI_20150317_000176	{@st41}Creazione strumenti{/}
UI_20150317_000177	{@st45tw2}Creazione in corso...
UI_20150317_000178	%r secondi
UI_20150317_000179	{@st41}Annula{/}
UI_20150317_000180	{@st45tw2}Quantita'{/}
UI_20150317_000181	{@st45tw2}Vuoi creare questo strumento?
UI_20150317_000182	{@st41}Conferma{/}
UI_20150317_000183	Informazioni Quest
UI_20150317_000184	{@st59}Annulla scambio{/}
UI_20150317_000185	{@st43}Scambio privato{/}
UI_20150317_000186	Lista dei miei strumenti
UI_20150317_000187	Denaro : %s
UI_20150317_000188	Immetti
UI_20150317_000189	{@st41}Accetta
UI_20150317_000190	{@st41}Conferma
UI_20150317_000191	Lista oggetti di (%s)
UI_20150317_000192	Nome dell'altro giocatore
UI_20150317_000193	{s18}{ol} {gr gradation1}Evento nel Campo{/}
UI_20150317_000194	{s20}{ol}Sconfiggi i Vubbe Tribe! Vuoi partecipare?
UI_20150317_000195	{s20}{ol}%s Vuoi partecipare?
UI_20150317_000196	{s20}{ol}Participanti : (1/5)
UI_20150317_000197	{s20}{ol}Participanti : (%s/%s)
UI_20150317_000198	{s20}{ol}Il gioco cominciera' dopo 1 secondo.
UI_20150317_000199	{s20}{ol}Il gioco cominciera' tra %s secondi.
UI_20150317_000200	Non mostra piu' per oggi.
UI_20150317_000201	Non mostrare gli Eventi nel Campo.
UI_20150317_000202	Entra in gioco
UI_20150317_000203	Comincia il gioco con altri partecipanti.
UI_20150317_000204	Declina l'invito al gioco.
UI_20150317_000205	Spray Presets
UI_20150317_000206	{@st49}Seleziona{/}
UI_20150317_000207	{@st49}Annulla{/}
UI_20150317_000208	{@st49}Elimina{/}
UI_20150317_000209	Inserisci il nome file per salvare.
UI_20150317_000210	{@st43}Amici
UI_20150317_000211	{@st59}Chiudi{/}
UI_20150317_000212	{@st59b}Amici{nl}{@st59s} - Diventa amico con altri giocatori in game. {nl} - Puoi controllare la situazione attraverso la lista dei tuoi amici. {nl} - Nel pannello di controllo puoi mandare richiesta, declinare, o bloccare i tuoi amici. {/}
UI_20150317_000213	{@st41b}Mostra Online{/}
UI_20150317_000214	{@st41b}Lista
UI_20150317_000215	{@st41b}Gestisci
UI_20150317_000216	{@st41b}Manda richiesta di amicizia
UI_20150317_000217	{@st41b}Blocca
UI_20150317_000218	{@st59}Cerca{/}
UI_20150317_000219	{@st44}Gilda{/}
UI_20150317_000220	Gilda
UI_20150317_000221	Lista
UI_20150317_000222	Notizie
UI_20150317_000223	Missioni di gilda
UI_20150317_000224	Membri Online
UI_20150317_000225	{@st44}Crea Gilda{/}
UI_20150317_000226	{@st42}Crea{/}
UI_20150317_000227	{@st42}Chiudi{/}
UI_20150317_000228	{@st42}Tutto{/}
UI_20150317_000229	{@st42}Classifica giornaliera{/}
UI_20150317_000230	{@st42}Classifica settimanale{/}
UI_20150317_000231	{@st56}Rank {/}
UI_20150317_000232	{@st56}Punti{/}
UI_20150317_000233	{@st56}Classe{/}
UI_20150317_000234	{@st56}Nome {/}
UI_20150317_000235	Pagina precedente
UI_20150317_000236	Pagina successiva
UI_20150317_000237	{@st42}Cerca ID{/}
UI_20150317_000238	Immetti l'ID da cercare
UI_20150317_000239	Chiudi la classifica
UI_20150317_000240	Immetti l'ID da cercare
UI_20150317_000241	{@st59} Volonta' {/}
UI_20150317_000242	{@st43}Lista aiuti{/}
UI_20150317_000243	{@st59}Chiudi{/}
UI_20150317_000244	{@st59b}Lista aiuti{nl}{@st59s} - Se hai bisogno di qualche aiuto, puoi sempre leggerli nella seziona apposita. {nl} - Inoltre seleziona un argomento per vedere piu' informazioni a riguardo. {/}
UI_20150317_000245	{@st43}{s22}Aiuto{/}
UI_20150317_000246	{@st47_b}{b}Argomenti d'aiuto{/}
UI_20150317_000247	{@st42b}Sommario contenuti d'aiuto{/}
UI_20150317_000248	{@st59}Vedi dettagli{/}
UI_20150317_000249	Inserisci una quantita'
UI_20150317_000250	{@st59}Inserisci contenuti{/}
UI_20150317_000251	{@st41b}Conferma
UI_20150317_000252	{@st59}Conferma {/}
UI_20150317_000253	{@st41b}Chiudi
UI_20150317_000254	{@st59}Annulla {/}
UI_20150317_000255	{@st43}Teletrasporto{/}
UI_20150317_000256	{@st59}Chiudi{/}
UI_20150317_000257	{@st59b}Teletrasporto{nl}{@st59s} - Ti permette di raggiungere velocemente le zone gia' visitate. {nl} - Sara' attiva solo quando due o piu' punti di trasporto saranno attivi. {nl} {/}
UI_20150317_000258	{@st41}Posizione corrente : %s{/}
UI_20150317_000259	{@st43}{s22}Teletrasporto{/}
UI_20150317_000260	{@st41b}Vuoi muoverti in questa zona?{/}
UI_20150317_000261	Siauliai
UI_20150317_000262	Denaro consumato : 0
UI_20150317_000263	Intro
UI_20150317_000264	{@st43}Inventario{/}
UI_20150317_000265	{@st59}Chiudi{/}
UI_20150317_000266	{@st59b}Equipaggiamento {nl} {@st59s}- Capelli/Costume: Equipaggiamento per cambiare le apparenze. {nl} - Arma: Puoi equipaggiare armi ad una mano o due {nl} (armi-secondarie/scudi possono solo essere equipaggiati con le armi ad una mano) {nl} - Armatura: Disopra, Coprigambe, Guanti, Scarpe. {nl} - Accessori: Puoi equipaggiare 1 Collana e 2 Braccialetti. {nl} {/}
UI_20150317_000267	{@st59}Costume capelli 1{/}
UI_20150317_000268	{@st59}Costume capelli 2{/}
UI_20150317_000269	{@st59}Collana{/}
UI_20150317_000270	{@st59}Costume{/}
UI_20150317_000271	{@st59}Disopra{/}
UI_20150317_000272	{@st59}Guanti{/}
UI_20150317_000273	{@st59}Coprigambe{/}
UI_20150317_000274	{@st59}Scarpe{/}
UI_20150317_000275	{@st59}Mano sinistra{/}
UI_20150317_000276	{@st59}Mano destra{/}
UI_20150317_000277	{@st59}Braccialetto 1{/}
UI_20150317_000278	{@st59}Braccialetto 2{/}
UI_20150317_000279	{@st59}Fascia{/}
UI_20150317_000280	{@st59}Cerca{/}
UI_20150317_000281	Peso
UI_20150317_000282	{@st43}Buff equipaggiamento{/}
UI_20150317_000283	{@st59}Chiudi{/}
UI_20150317_000284	{@st42}Buff attivabili
UI_20150317_000285	{@st42}Consumo{/}
UI_20150317_000286	{@st42}Corri
UI_20150317_000287	{@st42}Strumento selezionato{/}
UI_20150317_000288	{@st59}Anello 1{/}
UI_20150317_000289	{@st43}Creazione strumento{/}
UI_20150317_000290	{@st42b}Mostra gli strumenti creabili{/}
UI_20150317_000291	{@st59}Chiudi{/}
UI_20150317_000292	{@st43}{s22}Dividi strumento
UI_20150317_000293	{@st59}Inserisci una quantita'{/}
UI_20150317_000294	Barra HP dei Mostri
UI_20150317_000295	{@st44}Set Strumenti acquisito{/}
UI_20150317_000296	Tastiera Guerriero
UI_20150317_000297	Uccisioni
UI_20150317_000298	99 minuti 99 secondi
UI_20150317_000299	38000 pointi
UI_20150317_000300	Pozione velocita' incantata
UI_20150317_000301	{@st41}Conferma{/}
UI_20150317_000302	{@st59b} Giornale d'avventura {nl}{@st59s}- I tuoi progressi di gioco sono registrati nel Giornale d'Avventura. {nl} - Nel quale puoi controllare: strumenti ottenuti, mostri cacciati, crafting e mappe esplorate.{nl}    Indice d'Avventura : totale degli indici. {nl}    Crescita : 5 punti per livello personaggio e classe {nl}    Strumenti : Equipaggiamento : grado X 10 punti, Libri : 10 punti, Altro : 1 punto {nl}    Monstri : 10 punti per monstro (50 punti per i Boss) {nl}    Mappa : 1 punto per 10% esplorato {nl}    Quests : 1 punto per ogni quest {nl}    Obbiettivi : Varia in base all'obbiettivo {nl}    Crafting : 10 punti {nl}    Collezione : 5 punti per un deck e 45 punti quando e' completo {nl} - Puoi ricevere ricompense speciali dal NPC in citta'. {/}
UI_20150317_000303	{@sti7}{s22}{ds}Obbiettivi{/}
UI_20150317_000304	{@st42b}{#22FF22} Top 10% / %s Punti{/}
UI_20150317_000305	{@st42b} Meta' / %s Points {/}
UI_20150317_000306	1st / %s Punti
UI_20150317_000307	Rank %s
UI_20150317_000308	%s Punti
UI_20150317_000309	Professione
UI_20150317_000310	Team
UI_20150317_000311	{@st59}Chiudi{/}
UI_20150317_000312	{@st43}Classifica Giornale d'Avventura{/}
UI_20150317_000313	{@st43}{s22}Rank   
UI_20150317_000314	{@st43}{s22}Nome
UI_20150317_000315	{@st43}{s22}Punteggio
UI_20150317_000316	{@st41}Dettagli{/}
UI_20150317_000317	{@st43}Inizio Crafting{/}
UI_20150317_000318	{@st59}Inizio strumenti creati.{/}
UI_20150317_000319	{@st44}Tastiera{/}
UI_20150317_000320	{@st42}Tempo limite
UI_20150317_000321	{@st56}Uccisioni{/}
UI_20150317_000322	{@st56}Super-Uccisioni{/}
UI_20150317_000323	{@st56}Shot{/}
UI_20150317_000324	{@st56}Morti{/}
UI_20150317_000325	Potere magia
UI_20150317_000326	Difesa
UI_20150317_000327	Resistenza magica
UI_20150317_000328	Possibilita' di colpi critici
UI_20150317_000329	{@st43}Arricchimento{/}
UI_20150317_000330	{@st59}Chiudi{/}
UI_20150317_000331	Prego inserire il tuo strumento
UI_20150317_000332	Potenziale
UI_20150317_000333	Costi aggiuntivi arricchimento : {#ff9933}%s{/}{nl}Costro estrazione gemme : {#ff9933}%s{/}
UI_20150317_000334	{@st41b}Aggiungi arricchimento
UI_20150317_000335	{@st41b}Estrai gemma
UI_20150317_000336	{@st41}Craft{/}
UI_20150317_000337	{@st41}%s %s ea
UI_20150317_000338	Area mappa
UI_20150317_000339	Area Esplorata : 95.5%
UI_20150317_000340	{@st45tw}Area Esplorata %s% {/}
UI_20150317_000341	{@st59}Chiudi{/}
UI_20150317_000342	{@st41}Mappa{/}
UI_20150317_000343	Shift(pulisci), Ctrl(riempi meta')
UI_20150317_000344	{ol}Titolo
UI_20150317_000345	{@st41}Aggiungi{/}
UI_20150317_000346	{@st41}Elimina{/}
UI_20150317_000347	{@st41}Salva{/}
UI_20150317_000348	{@st41}Auto{/}
UI_20150317_000349	{@st41}Resetta{/}
UI_20150317_000350	{@st59}Seleziona quantita'.{/}
UI_20150317_000351	{ol}Gruppo
UI_20150317_000352	{ol}Messaggio
UI_20150317_000353	{ol}Suono
UI_20150317_000354	{@st41}Crea Mini-mappa{/}
UI_20150317_000355	{@st55}Area Mappa
UI_20150317_000356	{@st43}{s22}Negozio{/}
UI_20150317_000357	{@st43}{s24}Negozio{/}
UI_20150317_000358	{@st42b}Filtri{/}
UI_20150317_000359	{@st42b}Tipo{/}
UI_20150317_000360	{@st42b}Ric. Lv{/}
UI_20150317_000361	{@st42b}Incantesimo Lv{/}
UI_20150317_000362	{@st42b}Nome
UI_20150317_000363	{@st41b}Ritira %s
UI_20150317_000364	{@st41b}Vendi
UI_20150317_000365	{@st41b}Cerca
UI_20150317_000366	{@st59}Chiudi{/}
UI_20150317_000367	{@st42b}Riorganizza
UI_20150317_000368	{@st41b}Compra
UI_20150317_000369	{@st43}{s22}Ritira
UI_20150317_000370	{@st41b}Ritira tutto
UI_20150317_000371	{@st41b}Ritira
UI_20150317_000372	{@st43}{s22}Vendi
UI_20150317_000373	{@st42b}Quantita'
UI_20150317_000374	{@st42b}Prezzo
UI_20150317_000375	{@st42b}Nascondi nome venditore{/}
UI_20150317_000376	{@st41b}Registra
UI_20150317_000377	Monete assedio
UI_20150317_000378	Qualcuno e' stato ucciso
UI_20150317_000379	{@st43}Minigioco{/}
UI_20150317_000380	{@st49}Fuoc con catapulta{/}
UI_20150317_000381	{@st44}Controlla la direzione{/}
UI_20150317_000382	{@st44}Fuoco{/}
UI_20150317_000383	Minigioco
UI_20150317_000384	{s18}{ol}{gr gradation1}Nascondi minigioco{/}
UI_20150317_000385	{s16}Vuoi partecipare al minigioco?
UI_20150317_000386	{s16}Participanti : (0/5)
UI_20150317_000387	{s16}Participanti : (%s /%s)
UI_20150317_000388	{s16}Il gioco comincia dopo 1 secondo.
UI_20150317_000389	{s16}Il gioco comincia tra %s secondi.
UI_20150317_000390	{@st59}Zoom avanti{/}
UI_20150317_000391	{@st59}Zoom indietro{/}
UI_20150317_000392	{@st59}Mappa (M){/}
UI_20150317_000393	{@st42b} Area Mappa
UI_20150317_000394	{@st44}Sintetizzatore strumenti{/}
UI_20150317_000395	{s16}{#FFcc66}{ol}Seleziona uno strumento che vuoi creare{/}{/}
UI_20150317_000396	{s16}{#FFcc66}{ol}Trascina gli ingredienti negli slots
UI_20150317_000397	{@st42}Crea{/}
UI_20150317_000398	{@st42} Annulla {/}
UI_20150317_000399	Informazione di %s
UI_20150317_000400	Kepa o ...
UI_20150317_000401	{@st41}{Details}
UI_20150317_000402	{s20}{#050505}Descrizione mostro Descrizione mostro Descrizione mostro Descrizione mostro
UI_20150317_000403	{@st41} Uccisioni {/}
UI_20150317_000404	{@st41} Super-Uccisioni {/}
UI_20150317_000405	{@st41} Uccisioni normali {/}
UI_20150317_000406	{@st41} Area {/}
UI_20150317_000407	{@st41} Strumenti {/}
UI_20150317_000408	{@st41} Obbiettivi {/}
UI_20150317_000409	Obbiettivo
UI_20150317_000410	{@st43}Necronomicon{/}
UI_20150317_000411	{@st59}Chiudi{/}
UI_20150317_000412	{@st59}Sono troppo pigro per pensare.{/}
UI_20150317_000413	Creature evocate : {#ffcc33}%s{/}
UI_20150317_000414	Arpie non morte
UI_20150317_000415	Skill : %s
UI_20150317_000416	Skill 1, Skill 2
UI_20150317_000417	Frammenti richiesti : %s
UI_20150317_000418	Bestie 60 / Insetti 20/ Mutanti 10
UI_20150317_000419	Numero di frammenti
UI_20150317_000420	Parti 1
UI_20150317_000421	Parti 2
UI_20150317_000422	Parti 3
UI_20150317_000423	Congratulazione! Hai livellato.
UI_20150317_000424	Allarme strumenti
UI_20150317_000425	{@st64}Dettagli{/}
UI_20150317_000426	Come giocare
UI_20150317_000427	{@st42b}          Muoviti con le freccie direzionali{/}
UI_20150317_000428	{@st42b}       Attacco normale{/}
UI_20150317_000429	{@st42b}                Salta{/}
UI_20150317_000430	{@st42b}  Premi entrambe le freccie direzionali per muoverti diagonale.{/}
UI_20150317_000431	Strumento nebbia mappa
UI_20150317_000432	Strumento per uccired i mostri
UI_20150317_000433	Strumento per creare una mini-mappa
UI_20150317_000434	Strumento dialoghi
UI_20150317_000435	{@st43}GM Impostazioni{/}
UI_20150317_000436	{@st59}Chiudi{/}
UI_20150317_000437	{@st59b}Informazioni gruppo{nl}{@st59s} - Clicca su Crea un Gruppo nel menu' in basso. {nl} - Tasto destro sopra gli altri giocatori per mandare la richiesta. {nl} - Puoi fare dei cambiamenti nel gruppo nella sezione della impostazioni. {nl} - Imposta parametri specifici e condizioni per far entrare i tuoi amici o rende pubblico il gruppo.{/}
UI_20150317_000438	{@st43}Informazioni gruppo{/}
UI_20150317_000439	{@st41b}Membri{/}
UI_20150317_000440	{@st41b}Eventi gruppo {/}
UI_20150317_000441	{@st41b}Impostazioni{/}
UI_20150317_000442	{@st41}Membri{/}
UI_20150317_000443	{@st41}Requisiti per entrare nel gruppo
UI_20150317_000444	{@st41b}Pubblico
UI_20150317_000445	{@st41b}Privato
UI_20150317_000446	Livello desiderio                               ~
UI_20150317_000447	{@st41}Distribuzione bottino
UI_20150317_000448	{@st41b}Libero per tutti
UI_20150317_000449	{@st41b}Numero maggiore
UI_20150317_000450	{@st41b}Casuale
UI_20150317_000451	{@st41}Distrubuzione EXP 
UI_20150317_000452	{@st41b}Individuale EXP
UI_20150317_000453	{@st41b}Uguale EXP
UI_20150317_000454	{@st41b}Per livello
UI_20150317_000455	{@st41}Condivisione Quest
UI_20150317_000456	{@st41b}Abilita
UI_20150317_000457	{@st41b}Disabilita
UI_20150317_000458	{@st41b}Crea Gruppo
UI_20150317_000459	{@st43}Lista Gruppi pubblici {/}
UI_20150317_000460	{@st59b}Lista Gruppi pubblici{nl}{@st59s} - Cerca un gruppo in cui vuoi unirti del tuo server {nl} - Usa le opzioni per cercare il gruppo che fa per te{/}
UI_20150317_000461	{@st59}Chiudi lista gruppo{/}
UI_20150317_000462	Cerca
UI_20150317_000463	Condivisione Quest
UI_20150317_000464	Distribuzione EXP
UI_20150317_000465	Distribuzione oggetti
UI_20150317_000466	{@st43}Invita
UI_20150317_000467	{@st41b}Invita{/}
UI_20150317_000468	{s18}{ol}{gr gradation1}Logout PC regole{/}
UI_20150317_000469	{ol}Condizioni per applicare le regole
UI_20150317_000470	{ol}Azioni per applicare le regole
UI_20150317_000471	Inserisci un nome per le regole
UI_20150317_000472	{Gr gradation1}Registrazione{/}
UI_20150317_000473	Regole registrate
UI_20150317_000474	{Gr gradation1}Annula{/}
UI_20150317_000475	Annulla azione
UI_20150317_000476	{@st43}Informazioni compagno
UI_20150317_000477	{@st59b}Informazioni compagno{nl}{@st59s} - Puoi selezionare il tuo compagno per farlo entrare in modalita' Attiva o Riposo. {nl} - Gli attributi e l'equipaggiamento per il tuo compagno posso essere personalizzati. {/}
UI_20150317_000478	{@st59}Chiudi{/}
UI_20150317_000479	{@st41b}Nome : {@sti9}%s{/}
UI_20150317_000480	{@sti9}%s{@st41b}Vicinanza : {@sti9}%s {@st41b}Livello{/}
UI_20150317_000481	{@st41b}EXP{/}
UI_20150317_000482	{@st41b}Volonta'{/}
UI_20150317_000483	{@st41b}Affinita'{/}
UI_20150317_000484	{@st41b}Attributi e informazioni
UI_20150317_000485	{@st43}Compagno{/}
UI_20150317_000486	{@st59b}Compagno{nl}{@st59s} - Clicca sullo strumento per vedere maggiori informazioni. {/}
UI_20150317_000487	{@st59}Chiudi{/}
UI_20150317_000488	{@st59}Chiudi{/}
UI_20150317_000489	{@st59}Aiuto{nl} - Puoi vedere informazioni dettagliate. {nl} - Osserva la sezione apposita{/}
UI_20150317_000490	{@st43}Aiuto{/}
UI_20150317_000491	Sezione Aiuti
UI_20150317_000492	{ol}{#AAAA00}{s16}Tempo trascorso : %s
UI_20150317_000493	{@st43}Recipiente veleno{/}
UI_20150317_000494	{@st59}Chiudi{/}
UI_20150317_000495	{@st59}Bisogna scrivere{/}
UI_20150317_000496	Quantita' veleno: %s
UI_20150317_000497	Strumenti che possono essere usati per crare un veleno
UI_20150317_000498	Seleziona tutto
UI_20150317_000499	Clicca di nuovo per deselezionare tutto
UI_20150317_000500	Crafting
UI_20150317_000501	mescola mescola mixxa e mescola
UI_20150317_000502	{@st43}Categoria{/}
UI_20150317_000503	{@st43}Me{/}
